search_stage,dataset_id,dataset_label,source_path,profile_id,family,description,preselection_method,seed,is_baseline,requested_drop_low_tail_models_quantile,requested_min_item_sd,requested_max_item_mean,requested_min_abs_point_biserial,requested_min_models_per_item,requested_min_item_coverage
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,ceiling_off,ceiling_variants,turn the near-ceiling filter off,random_cv,19,False,,,1.0,0.0,10,
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,ceiling_off,ceiling_variants,turn the near-ceiling filter off,deterministic_info,7,False,,,1.0,0.0,10,
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,ceiling_off,ceiling_variants,turn the near-ceiling filter off,deterministic_info,11,False,,,1.0,0.0,10,
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,ceiling_off,ceiling_variants,turn the near-ceiling filter off,deterministic_info,19,False,,,1.0,0.0,10,
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,discrimination_strict,discrimination_variants,push the discrimination floor above the spec default,random_cv,7,False,,,0.99,0.1,10,
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,discrimination_strict,discrimination_variants,push the discrimination floor above the spec default,random_cv,11,False,,,0.99,0.1,10,
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,discrimination_strict,discrimination_variants,push the discrimination floor above the spec default,random_cv,19,False,,,0.99,0.1,10,
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,discrimination_strict,discrimination_variants,push the discrimination floor above the spec default,deterministic_info,7,False,,,0.99,0.1,10,
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,discrimination_strict,discrimination_variants,push the discrimination floor above the spec default,deterministic_info,11,False,,,0.99,0.1,10,
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,discrimination_strict,discrimination_variants,push the discrimination floor above the spec default,deterministic_info,19,False,,,0.99,0.1,10,
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,coverage_soft,coverage_variants,soften model coverage while keeping other filters light,random_cv,7,False,,,0.99,0.0,10,0.7
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,coverage_soft,coverage_variants,soften model coverage while keeping other filters light,random_cv,11,False,,,0.99,0.0,10,0.7
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,coverage_soft,coverage_variants,soften model coverage while keeping other filters light,random_cv,19,False,,,0.99,0.0,10,0.7
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,coverage_soft,coverage_variants,soften model coverage while keeping other filters light,deterministic_info,7,False,,,0.99,0.0,10,0.7
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,coverage_soft,coverage_variants,soften model coverage while keeping other filters light,deterministic_info,11,False,,,0.99,0.0,10,0.7
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,coverage_soft,coverage_variants,soften model coverage while keeping other filters light,deterministic_info,19,False,,,0.99,0.0,10,0.7
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,coverage_strict,coverage_variants,tighten model coverage and item response count,random_cv,7,False,,,0.99,0.0,18,0.9
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,coverage_strict,coverage_variants,tighten model coverage and item response count,random_cv,11,False,,,0.99,0.0,18,0.9
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,coverage_strict,coverage_variants,tighten model coverage and item response count,random_cv,19,False,,,0.99,0.0,18,0.9
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,coverage_strict,coverage_variants,tighten model coverage and item response count,deterministic_info,7,False,,,0.99,0.0,18,0.9
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,coverage_strict,coverage_variants,tighten model coverage and item response count,deterministic_info,11,False,,,0.99,0.0,18,0.9
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,coverage_strict,coverage_variants,tighten model coverage and item response count,deterministic_info,19,False,,,0.99,0.0,18,0.9
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,reconstruction_relaxed,reconstruction_first_relaxed,"remove low-tail trimming and variance filtering, keep only light coverage",random_cv,7,False,0.0,0.0,1.0,0.0,10,0.7
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,reconstruction_relaxed,reconstruction_first_relaxed,"remove low-tail trimming and variance filtering, keep only light coverage",random_cv,11,False,0.0,0.0,1.0,0.0,10,0.7
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,reconstruction_relaxed,reconstruction_first_relaxed,"remove low-tail trimming and variance filtering, keep only light coverage",random_cv,19,False,0.0,0.0,1.0,0.0,10,0.7
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,reconstruction_relaxed,reconstruction_first_relaxed,"remove low-tail trimming and variance filtering, keep only light coverage",deterministic_info,7,False,0.0,0.0,1.0,0.0,10,0.7
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,reconstruction_relaxed,reconstruction_first_relaxed,"remove low-tail trimming and variance filtering, keep only light coverage",deterministic_info,11,False,0.0,0.0,1.0,0.0,10,0.7
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,reconstruction_relaxed,reconstruction_first_relaxed,"remove low-tail trimming and variance filtering, keep only light coverage",deterministic_info,19,False,0.0,0.0,1.0,0.0,10,0.7
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,minimal_cleaning,minimal_cleaning,preserve almost everything except the compact fixture's effective item-coverage floor,random_cv,7,False,0.0,0.0,1.0,0.0,1,0.6
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,minimal_cleaning,minimal_cleaning,preserve almost everything except the compact fixture's effective item-coverage floor,random_cv,11,False,0.0,0.0,1.0,0.0,1,0.6
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,minimal_cleaning,minimal_cleaning,preserve almost everything except the compact fixture's effective item-coverage floor,random_cv,19,False,0.0,0.0,1.0,0.0,1,0.6
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,minimal_cleaning,minimal_cleaning,preserve almost everything except the compact fixture's effective item-coverage floor,deterministic_info,7,False,0.0,0.0,1.0,0.0,1,0.6
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,minimal_cleaning,minimal_cleaning,preserve almost everything except the compact fixture's effective item-coverage floor,deterministic_info,11,False,0.0,0.0,1.0,0.0,1,0.6
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,minimal_cleaning,minimal_cleaning,preserve almost everything except the compact fixture's effective item-coverage floor,deterministic_info,19,False,0.0,0.0,1.0,0.0,1,0.6
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,strict_cleaning,strict_cleaning,push all major filters toward a stricter psychometric cleaning profile,random_cv,7,False,0.005,0.02,0.9,0.1,18,0.9
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,strict_cleaning,strict_cleaning,push all major filters toward a stricter psychometric cleaning profile,random_cv,11,False,0.005,0.02,0.9,0.1,18,0.9
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,strict_cleaning,strict_cleaning,push all major filters toward a stricter psychometric cleaning profile,random_cv,19,False,0.005,0.02,0.9,0.1,18,0.9
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,strict_cleaning,strict_cleaning,push all major filters toward a stricter psychometric cleaning profile,deterministic_info,7,False,0.005,0.02,0.9,0.1,18,0.9
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,strict_cleaning,strict_cleaning,push all major filters toward a stricter psychometric cleaning profile,deterministic_info,11,False,0.005,0.02,0.9,0.1,18,0.9
compact_broad,compact_validation_fixture,compact validation fixture,tests/data/compact_validation/responses_long.csv,strict_cleaning,strict_cleaning,push all major filters toward a stricter psychometric cleaning profile,deterministic_info,19,False,0.005,0.02,0.9,0.1,18,0.9
