run_signature,run_id,search_stage,dataset_id,dataset_label,profile_id,family,description,preselection_method,seed,is_baseline,run_runtime_seconds,stage01_runtime_seconds,stage04_runtime_seconds,stage09_runtime_seconds,warning_count,drop_low_tail_models_quantile,min_item_sd,max_item_mean,min_abs_point_biserial,min_models_per_item,min_item_coverage
synthetic_generalization::synthetic_sparse_overlap::minimal_cleaning::deterministic_info::seed-7,synthetic_generalization__synthetic_sparse_overlap__minimal_cleaning__deterministic_info__seed-7,synthetic_generalization,synthetic_sparse_overlap,synthetic sparse-overlap bundle,minimal_cleaning,minimal_cleaning,minimal cleaning challenger with softer item-count floor,deterministic_info,7,False,8.509528708993457,1.1275360410800204,0.3042410840280354,1.0999287499580532,47,0.0,0.0,1.0,0.0,1,0.7
synthetic_generalization::synthetic_sparse_overlap::minimal_cleaning::deterministic_info::seed-11,synthetic_generalization__synthetic_sparse_overlap__minimal_cleaning__deterministic_info__seed-11,synthetic_generalization,synthetic_sparse_overlap,synthetic sparse-overlap bundle,minimal_cleaning,minimal_cleaning,minimal cleaning challenger with softer item-count floor,deterministic_info,11,False,8.50536841514986,1.1187580829719082,0.2980722499778494,1.0615512910299003,47,0.0,0.0,1.0,0.0,1,0.7
synthetic_generalization::synthetic_sparse_overlap::minimal_cleaning::deterministic_info::seed-19,synthetic_generalization__synthetic_sparse_overlap__minimal_cleaning__deterministic_info__seed-19,synthetic_generalization,synthetic_sparse_overlap,synthetic sparse-overlap bundle,minimal_cleaning,minimal_cleaning,minimal cleaning challenger with softer item-count floor,deterministic_info,19,False,8.500492875115015,1.1233121670084074,0.3214237079955637,1.0900514590321109,47,0.0,0.0,1.0,0.0,1,0.7
real_generalization::large_release_default_subset::baseline_current::random_cv::seed-7,real_generalization__large_release_default_subset__baseline_current__random_cv__seed-7,real_generalization,large_release_default_subset,large release-default real-data subset,baseline_current,psychometric_default,current psychometric-style baseline,random_cv,7,True,190.7240342051955,52.998558082967065,17.546305165975355,1.0631820410490036,22,0.001,0.01,0.95,0.05,50,0.8
real_generalization::large_release_default_subset::baseline_current::random_cv::seed-11,real_generalization__large_release_default_subset__baseline_current__random_cv__seed-11,real_generalization,large_release_default_subset,large release-default real-data subset,baseline_current,psychometric_default,current psychometric-style baseline,random_cv,11,True,191.207786956802,50.59606070793234,17.642586207948625,1.0502400000113994,22,0.001,0.01,0.95,0.05,50,0.8
real_generalization::large_release_default_subset::baseline_current::random_cv::seed-19,real_generalization__large_release_default_subset__baseline_current__random_cv__seed-19,real_generalization,large_release_default_subset,large release-default real-data subset,baseline_current,psychometric_default,current psychometric-style baseline,random_cv,19,True,196.027099126135,51.676527666975744,17.480427916976623,1.3148388749687,22,0.001,0.01,0.95,0.05,50,0.8
real_generalization::large_release_default_subset::reconstruction_relaxed::random_cv::seed-7,real_generalization__large_release_default_subset__reconstruction_relaxed__random_cv__seed-7,real_generalization,large_release_default_subset,large release-default real-data subset,reconstruction_relaxed,reconstruction_first_relaxed,relaxed reconstruction-first preprocessing with deterministic-info support,random_cv,7,False,335.1500824581599,66.25367033306975,39.56346695800312,6.5782735421089455,14,0.0,0.0,0.99,0.0,50,0.7
real_generalization::large_release_default_subset::reconstruction_relaxed::random_cv::seed-11,real_generalization__large_release_default_subset__reconstruction_relaxed__random_cv__seed-11,real_generalization,large_release_default_subset,large release-default real-data subset,reconstruction_relaxed,reconstruction_first_relaxed,relaxed reconstruction-first preprocessing with deterministic-info support,random_cv,11,False,310.4029676239006,62.75077529205009,37.24449787498452,5.824043917004019,14,0.0,0.0,0.99,0.0,50,0.7
real_generalization::large_release_default_subset::reconstruction_relaxed::random_cv::seed-19,real_generalization__large_release_default_subset__reconstruction_relaxed__random_cv__seed-19,real_generalization,large_release_default_subset,large release-default real-data subset,reconstruction_relaxed,reconstruction_first_relaxed,relaxed reconstruction-first preprocessing with deterministic-info support,random_cv,19,False,286.64261404227,50.99403420800809,34.73098154203035,5.876022542011924,14,0.0,0.0,0.99,0.0,50,0.7
real_generalization::large_release_default_subset::baseline_current::deterministic_info::seed-7,real_generalization__large_release_default_subset__baseline_current__deterministic_info__seed-7,real_generalization,large_release_default_subset,large release-default real-data subset,baseline_current,psychometric_default,current psychometric-style baseline,deterministic_info,7,True,164.187532960088,50.184517124900594,2.9652944169938564,1.030449666082859,22,0.001,0.01,0.95,0.05,50,0.8
real_generalization::large_release_default_subset::baseline_current::deterministic_info::seed-11,real_generalization__large_release_default_subset__baseline_current__deterministic_info__seed-11,real_generalization,large_release_default_subset,large release-default real-data subset,baseline_current,psychometric_default,current psychometric-style baseline,deterministic_info,11,True,169.82587800221518,51.04968304198701,2.953485834063031,1.0197165840072555,22,0.001,0.01,0.95,0.05,50,0.8
real_generalization::large_release_default_subset::baseline_current::deterministic_info::seed-19,real_generalization__large_release_default_subset__baseline_current__deterministic_info__seed-19,real_generalization,large_release_default_subset,large release-default real-data subset,baseline_current,psychometric_default,current psychometric-style baseline,deterministic_info,19,True,165.06154737400357,50.63446070801001,2.937451542005874,1.0348083330318332,22,0.001,0.01,0.95,0.05,50,0.8
real_generalization::large_release_default_subset::reconstruction_relaxed::deterministic_info::seed-7,real_generalization__large_release_default_subset__reconstruction_relaxed__deterministic_info__seed-7,real_generalization,large_release_default_subset,large release-default real-data subset,reconstruction_relaxed,reconstruction_first_relaxed,relaxed reconstruction-first preprocessing with deterministic-info support,deterministic_info,7,False,266.17652983625885,50.062331833993085,5.776518459082581,5.897287500090897,14,0.0,0.0,0.99,0.0,50,0.7
real_generalization::large_release_default_subset::reconstruction_relaxed::deterministic_info::seed-11,real_generalization__large_release_default_subset__reconstruction_relaxed__deterministic_info__seed-11,real_generalization,large_release_default_subset,large release-default real-data subset,reconstruction_relaxed,reconstruction_first_relaxed,relaxed reconstruction-first preprocessing with deterministic-info support,deterministic_info,11,False,266.6456412940752,51.352271332987584,5.779498834046535,5.9040550829377025,14,0.0,0.0,0.99,0.0,50,0.7
real_generalization::large_release_default_subset::reconstruction_relaxed::deterministic_info::seed-19,real_generalization__large_release_default_subset__reconstruction_relaxed__deterministic_info__seed-19,real_generalization,large_release_default_subset,large release-default real-data subset,reconstruction_relaxed,reconstruction_first_relaxed,relaxed reconstruction-first preprocessing with deterministic-info support,deterministic_info,19,False,260.8685702907387,51.12494816700928,5.751699540996924,5.877502499963157,14,0.0,0.0,0.99,0.0,50,0.7
real_generalization::large_release_default_subset::minimal_cleaning::deterministic_info::seed-7,real_generalization__large_release_default_subset__minimal_cleaning__deterministic_info__seed-7,real_generalization,large_release_default_subset,large release-default real-data subset,minimal_cleaning,minimal_cleaning,minimal cleaning challenger with softer item-count floor,deterministic_info,7,False,263.9294293296989,50.61552816594485,5.791065915953368,5.82914066594094,14,0.0,0.0,1.0,0.0,1,0.7
real_generalization::large_release_default_subset::minimal_cleaning::deterministic_info::seed-11,real_generalization__large_release_default_subset__minimal_cleaning__deterministic_info__seed-11,real_generalization,large_release_default_subset,large release-default real-data subset,minimal_cleaning,minimal_cleaning,minimal cleaning challenger with softer item-count floor,deterministic_info,11,False,270.17709920881316,50.24472145794425,5.815203916979954,6.459509167005308,14,0.0,0.0,1.0,0.0,1,0.7
real_generalization::large_release_default_subset::minimal_cleaning::deterministic_info::seed-19,real_generalization__large_release_default_subset__minimal_cleaning__deterministic_info__seed-19,real_generalization,large_release_default_subset,large release-default real-data subset,minimal_cleaning,minimal_cleaning,minimal cleaning challenger with softer item-count floor,deterministic_info,19,False,283.95086403994355,59.91742216597777,6.833911166060716,6.4759380830219015,14,0.0,0.0,1.0,0.0,1,0.7
